row_id,context_id,formulation_id,food_matrix,cheese_category,matrix_ph,matrix_water_activity,matrix_moisture_pct,matrix_fat_pct,matrix_protein_pct,matrix_salt_pct,matrix_ripening_days,pasteurization_applied,storage_temperature_c,packaging_type,headspace_oxygen_pct,headspace_co2_pct,headspace_n2_pct,indicator_group,indicator_type,indicator_threshold,indicator_unit,initial_indicator_value,is_control,treatment_type,application_method,ingredient_count,primary_ingredient_name,primary_ingredient_family,primary_concentration,primary_concentration_unit,shelf_life_days,data_origin,training_weight,quality_flag,source_rule_id,base_cheese_name,physical_form,physical_form_source,physical_form_confidence,endpoint_role,is_pathogen_indicator,canonical_indicator_unit,canonical_concentration_value,canonical_concentration_unit,split_group,shelf_life_days_v4_original,target_recalibration_factor,target_recalibration_note,model_task
V4ROW_000011,CTX_00003,FORM_00003_C,halloumi,semi_hard,5.845,0.9472,45.28,23.89,20.83,2.82,17.1,1,4.9,vacuum,0,0,0,microbiological,yeasts_molds,5,log CFU/g,2.45,1,none,none,0,none,none,0,none,107.18,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,halloumi,block,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.0,none,CTX_00003,107.18,1.0,unchanged_v4,general_shelf_life
V4ROW_000012,CTX_00003,FORM_00003_T1,halloumi,semi_hard,5.845,0.9472,45.28,23.89,20.83,2.82,17.1,1,4.9,vacuum,0,0,0,microbiological,yeasts_molds,5,log CFU/g,2.45,0,single_preservative,active_film,1,clove essential oil,essential_oil,0.0954,%,141.69,synthetic_literature_constrained,0.35,passed_rules,RULE_ESSENTIAL_OIL,halloumi,block,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.0954,% w/w,CTX_00003,141.69,1.0,unchanged_v4,general_shelf_life
V4ROW_000013,CTX_00003,FORM_00003_T2,halloumi,semi_hard,5.845,0.9472,45.28,23.89,20.83,2.82,17.1,1,4.9,vacuum,0,0,0,microbiological,yeasts_molds,5,log CFU/g,2.45,0,single_preservative,edible_coating,1,chitosan,biopolymer,0.4487,%,127.78,synthetic_literature_constrained,0.35,passed_rules,RULE_BIOPOLYMER,halloumi,block,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.4487,% w/w,CTX_00003,127.78,1.0,unchanged_v4,general_shelf_life
V4ROW_000014,CTX_00003,FORM_00003_T3,halloumi,semi_hard,5.845,0.9472,45.28,23.89,20.83,2.82,17.1,1,4.9,vacuum,0,0,0,microbiological,yeasts_molds,5,log CFU/g,2.45,0,single_preservative,culture_inoculation,1,protective lactobacillus culture,protective_culture,5.7837,log CFU/g,128.43,synthetic_literature_constrained,0.35,passed_rules,RULE_PROTECTIVE_CULTURE,halloumi,block,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,5.7837,log CFU/g,CTX_00003,128.43,1.0,unchanged_v4,general_shelf_life
V4ROW_000015,CTX_00003,FORM_00003_T4,halloumi,semi_hard,5.845,0.9472,45.28,23.89,20.83,2.82,17.1,1,4.9,vacuum,0,0,0,microbiological,yeasts_molds,5,log CFU/g,2.45,0,single_preservative,active_film,1,rosemary essential oil,essential_oil,0.1119,%,147.44,synthetic_literature_constrained,0.35,passed_rules,RULE_ESSENTIAL_OIL,halloumi,block,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.1119,% w/w,CTX_00003,147.44,1.0,unchanged_v4,general_shelf_life
V4ROW_000026,CTX_00006,FORM_00006_C,processed cheese,semi_hard,5.706,0.9673,45.2,26.32,16.6,2.03,3.8,1,8.3,vacuum,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.99,1,none,none,0,none,none,0,none,124.395,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_CONTROL_CONTEXT,processed cheese,processed_block_or_slice,inferred_typical,0.55,spoilage_microbiology,0,log CFU/g,0.0,none,CTX_00006,191.153,0.650759219089,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,general_shelf_life
V4ROW_000027,CTX_00006,FORM_00006_T1,processed cheese,semi_hard,5.706,0.9673,45.2,26.32,16.6,2.03,3.8,1,8.3,vacuum,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.99,0,single_preservative,edible_coating,1,citric acid,organic_acid,0.3379,%,138.724,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_ORGANIC_ACID,processed cheese,processed_block_or_slice,inferred_typical,0.55,spoilage_microbiology,0,log CFU/g,0.3379,% w/w,CTX_00006,213.172,0.650759219089,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,general_shelf_life
V4ROW_000028,CTX_00006,FORM_00006_T2,processed cheese,semi_hard,5.706,0.9673,45.2,26.32,16.6,2.03,3.8,1,8.3,vacuum,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.99,0,single_preservative,edible_coating,1,lactic acid,organic_acid,0.288,%,143.729,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_ORGANIC_ACID,processed cheese,processed_block_or_slice,inferred_typical,0.55,spoilage_microbiology,0,log CFU/g,0.288,% w/w,CTX_00006,220.864,0.650759219089,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,general_shelf_life
V4ROW_000029,CTX_00006,FORM_00006_T3,processed cheese,semi_hard,5.706,0.9673,45.2,26.32,16.6,2.03,3.8,1,8.3,vacuum,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.99,0,single_preservative,in_milk,1,sodium lactate,organic_acid_salt,1.1298,%,159.892,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_ORGANIC_ACID_SALT,processed cheese,processed_block_or_slice,inferred_typical,0.55,spoilage_microbiology,0,log CFU/g,1.1298,% w/w,CTX_00006,245.701,0.650759219089,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,general_shelf_life
V4ROW_000030,CTX_00006,FORM_00006_T4,processed cheese,semi_hard,5.706,0.9673,45.2,26.32,16.6,2.03,3.8,1,8.3,vacuum,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.99,0,single_preservative,in_milk,1,pediocin,bacteriocin,123.0845,AU/g,146.785,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_BACTERIOCIN,processed cheese,processed_block_or_slice,inferred_typical,0.55,spoilage_microbiology,0,log CFU/g,123.0845,AU/g,CTX_00006,225.56,0.650759219089,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,general_shelf_life
V4ROW_000041,CTX_00009,FORM_00009_C,colby,semi_hard,5.189,0.9351,41.414,32.0144,23.5239,2.0477,51.3,1,5.8,map_30co2_70n2,0,30,70,chemical,oxidation_index,2,relative_index,0.36,1,none,none,0,none,none,0,none,85.45,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,colby,block,inferred_typical,0.8,chemical_quality,0,relative_index,0.0,none,CTX_00009,85.45,1.0,unchanged_v4,general_shelf_life
V4ROW_000042,CTX_00009,FORM_00009_T1,colby,semi_hard,5.189,0.9351,41.414,32.0144,23.5239,2.0477,51.3,1,5.8,map_30co2_70n2,0,30,70,chemical,oxidation_index,2,relative_index,0.36,0,single_preservative,edible_coating,1,rosemary extract,plant_extract,0.1586,%,114.41,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,colby,block,inferred_typical,0.8,chemical_quality,0,relative_index,0.1586,% w/w,CTX_00009,114.41,1.0,unchanged_v4,general_shelf_life
V4ROW_000043,CTX_00009,FORM_00009_T2,colby,semi_hard,5.189,0.9351,41.414,32.0144,23.5239,2.0477,51.3,1,5.8,map_30co2_70n2,0,30,70,chemical,oxidation_index,2,relative_index,0.36,0,single_preservative,edible_coating,1,green tea extract,plant_extract,0.4544,%,95.67,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,colby,block,inferred_typical,0.8,chemical_quality,0,relative_index,0.4544,% w/w,CTX_00009,95.67,1.0,unchanged_v4,general_shelf_life
V4ROW_000044,CTX_00009,FORM_00009_T3,colby,semi_hard,5.189,0.9351,41.414,32.0144,23.5239,2.0477,51.3,1,5.8,map_30co2_70n2,0,30,70,chemical,oxidation_index,2,relative_index,0.36,0,single_preservative,edible_coating,1,rosemary essential oil,essential_oil,0.2468,%,115.58,synthetic_literature_constrained,0.35,passed_rules,RULE_ESSENTIAL_OIL,colby,block,inferred_typical,0.8,chemical_quality,0,relative_index,0.2468,% w/w,CTX_00009,115.58,1.0,unchanged_v4,general_shelf_life
V4ROW_000045,CTX_00009,FORM_00009_T4,colby,semi_hard,5.189,0.9351,41.414,32.0144,23.5239,2.0477,51.3,1,5.8,map_30co2_70n2,0,30,70,chemical,oxidation_index,2,relative_index,0.36,0,single_preservative,active_film,1,eugenol,phenolic_compound,0.0395,%,101.47,synthetic_literature_constrained,0.35,passed_rules,RULE_PHENOLIC_COMPOUND,colby,block,inferred_typical,0.8,chemical_quality,0,relative_index,0.0395,% w/w,CTX_00009,101.47,1.0,unchanged_v4,general_shelf_life
V4ROW_000076,CTX_00016,FORM_00016_C,kashar,semi_hard,5.241,0.9415,37.41,25.69,24.84,1.73,137.1,1,6.2,wax_coated,0,0,0,chemical,oxidation_index,2,relative_index,0.37,1,none,none,0,none,none,0,none,91.893,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_CONTROL_CONTEXT,kashar,wheel_or_block,inferred_typical,0.8,chemical_quality,0,relative_index,0.0,none,CTX_00016,165.637,0.554785020804,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,general_shelf_life
V4ROW_000077,CTX_00016,FORM_00016_T1,kashar,semi_hard,5.241,0.9415,37.41,25.69,24.84,1.73,137.1,1,6.2,wax_coated,0,0,0,chemical,oxidation_index,2,relative_index,0.37,0,single_preservative,edible_coating,1,rosemary essential oil,essential_oil,0.1132,%,119.461,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_ESSENTIAL_OIL,kashar,wheel_or_block,inferred_typical,0.8,chemical_quality,0,relative_index,0.1132,% w/w,CTX_00016,215.328,0.554785020804,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,general_shelf_life
V4ROW_000078,CTX_00016,FORM_00016_T2,kashar,semi_hard,5.241,0.9415,37.41,25.69,24.84,1.73,137.1,1,6.2,wax_coated,0,0,0,chemical,oxidation_index,2,relative_index,0.37,0,single_preservative,edible_coating,1,eugenol,phenolic_compound,0.0419,%,107.717,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_PHENOLIC_COMPOUND,kashar,wheel_or_block,inferred_typical,0.8,chemical_quality,0,relative_index,0.0419,% w/w,CTX_00016,194.159,0.554785020804,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,general_shelf_life
V4ROW_000079,CTX_00016,FORM_00016_T3,kashar,semi_hard,5.241,0.9415,37.41,25.69,24.84,1.73,137.1,1,6.2,wax_coated,0,0,0,chemical,oxidation_index,2,relative_index,0.37,0,single_preservative,active_film,1,rosemary extract,plant_extract,0.5331,%,119.445,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_PLANT_EXTRACT,kashar,wheel_or_block,inferred_typical,0.8,chemical_quality,0,relative_index,0.5331,% w/w,CTX_00016,215.299,0.554785020804,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,general_shelf_life
V4ROW_000080,CTX_00016,FORM_00016_T4,kashar,semi_hard,5.241,0.9415,37.41,25.69,24.84,1.73,137.1,1,6.2,wax_coated,0,0,0,chemical,oxidation_index,2,relative_index,0.37,0,single_preservative,edible_coating,1,grape seed extract,plant_extract,0.8017,%,119.461,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_PLANT_EXTRACT,kashar,wheel_or_block,inferred_typical,0.8,chemical_quality,0,relative_index,0.8017,% w/w,CTX_00016,215.328,0.554785020804,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,general_shelf_life
V4ROW_000081,CTX_00017,FORM_00017_C,provolone,semi_hard,5.401,0.9179,34.54,28.58,26.03,2.39,139,1,5,map_50co2_50n2,0,50,50,chemical,oxidation_index,2,relative_index,0.15,1,none,none,0,none,none,0,none,218.18,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,provolone,whole_log_or_wheel,inferred_typical,0.8,chemical_quality,0,relative_index,0.0,none,CTX_00017,218.18,1.0,unchanged_v4,general_shelf_life
V4ROW_000082,CTX_00017,FORM_00017_T1,provolone,semi_hard,5.401,0.9179,34.54,28.58,26.03,2.39,139,1,5,map_50co2_50n2,0,50,50,chemical,oxidation_index,2,relative_index,0.15,0,single_preservative,active_film,1,rosemary essential oil,essential_oil,0.1764,%,286.59,synthetic_literature_constrained,0.35,passed_rules,RULE_ESSENTIAL_OIL,provolone,whole_log_or_wheel,inferred_typical,0.8,chemical_quality,0,relative_index,0.1764,% w/w,CTX_00017,286.59,1.0,unchanged_v4,general_shelf_life
V4ROW_000083,CTX_00017,FORM_00017_T2,provolone,semi_hard,5.401,0.9179,34.54,28.58,26.03,2.39,139,1,5,map_50co2_50n2,0,50,50,chemical,oxidation_index,2,relative_index,0.15,0,single_preservative,active_film,1,green tea extract,plant_extract,0.4953,%,262.31,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,provolone,whole_log_or_wheel,inferred_typical,0.8,chemical_quality,0,relative_index,0.4953,% w/w,CTX_00017,262.31,1.0,unchanged_v4,general_shelf_life
V4ROW_000084,CTX_00017,FORM_00017_T3,provolone,semi_hard,5.401,0.9179,34.54,28.58,26.03,2.39,139,1,5,map_50co2_50n2,0,50,50,chemical,oxidation_index,2,relative_index,0.15,0,single_preservative,active_film,1,rosemary extract,plant_extract,0.1973,%,256.07,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,provolone,whole_log_or_wheel,inferred_typical,0.8,chemical_quality,0,relative_index,0.1973,% w/w,CTX_00017,256.07,1.0,unchanged_v4,general_shelf_life
V4ROW_000085,CTX_00017,FORM_00017_T4,provolone,semi_hard,5.401,0.9179,34.54,28.58,26.03,2.39,139,1,5,map_50co2_50n2,0,50,50,chemical,oxidation_index,2,relative_index,0.15,0,single_preservative,active_film,1,eugenol,phenolic_compound,0.0234,%,256.11,synthetic_literature_constrained,0.35,passed_rules,RULE_PHENOLIC_COMPOUND,provolone,whole_log_or_wheel,inferred_typical,0.8,chemical_quality,0,relative_index,0.0234,% w/w,CTX_00017,256.11,1.0,unchanged_v4,general_shelf_life
V4ROW_000121,CTX_00025,FORM_00025_C,edam,semi_hard,5.448,0.9393,39.14,20.56,28.92,2.18,79.5,1,4.7,sealed_high_barrier,20.9,0.04,79.06,microbiological,listeria_monocytogenes,2,log CFU/g,-0.46,1,none,none,0,none,none,0,none,75.33,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,edam,wheel,inferred_typical,0.85,safety_pathogen,1,log CFU/g,0.0,none,CTX_00025,75.33,1.0,unchanged_v4,safety_endpoint
V4ROW_000122,CTX_00025,FORM_00025_T1,edam,semi_hard,5.448,0.9393,39.14,20.56,28.92,2.18,79.5,1,4.7,sealed_high_barrier,20.9,0.04,79.06,microbiological,listeria_monocytogenes,2,log CFU/g,-0.46,0,single_preservative,surface_spray,1,nisin,bacteriocin,169.8698,IU/g,92.11,synthetic_literature_constrained,0.35,passed_rules,RULE_BACTERIOCIN,edam,wheel,inferred_typical,0.85,safety_pathogen,1,log CFU/g,169.8698,IU/g,CTX_00025,92.11,1.0,unchanged_v4,safety_endpoint
V4ROW_000123,CTX_00025,FORM_00025_T2,edam,semi_hard,5.448,0.9393,39.14,20.56,28.92,2.18,79.5,1,4.7,sealed_high_barrier,20.9,0.04,79.06,microbiological,listeria_monocytogenes,2,log CFU/g,-0.46,0,single_preservative,edible_coating,1,carvacrol,phenolic_compound,0.0905,%,97,synthetic_literature_constrained,0.35,passed_rules,RULE_PHENOLIC_COMPOUND,edam,wheel,inferred_typical,0.85,safety_pathogen,1,log CFU/g,0.0905,% w/w,CTX_00025,97.0,1.0,unchanged_v4,safety_endpoint
V4ROW_000124,CTX_00025,FORM_00025_T3,edam,semi_hard,5.448,0.9393,39.14,20.56,28.92,2.18,79.5,1,4.7,sealed_high_barrier,20.9,0.04,79.06,microbiological,listeria_monocytogenes,2,log CFU/g,-0.46,0,single_preservative,active_film,1,thyme essential oil,essential_oil,0.1894,%,109.43,synthetic_literature_constrained,0.35,passed_rules,RULE_ESSENTIAL_OIL,edam,wheel,inferred_typical,0.85,safety_pathogen,1,log CFU/g,0.1894,% w/w,CTX_00025,109.43,1.0,unchanged_v4,safety_endpoint
V4ROW_000125,CTX_00025,FORM_00025_T4,edam,semi_hard,5.448,0.9393,39.14,20.56,28.92,2.18,79.5,1,4.7,sealed_high_barrier,20.9,0.04,79.06,microbiological,listeria_monocytogenes,2,log CFU/g,-0.46,0,single_preservative,active_film,1,lacticin,bacteriocin,241.6631,AU/g,97.59,synthetic_literature_constrained,0.35,passed_rules,RULE_BACTERIOCIN,edam,wheel,inferred_typical,0.85,safety_pathogen,1,log CFU/g,241.6631,AU/g,CTX_00025,97.59,1.0,unchanged_v4,safety_endpoint
V4ROW_000156,CTX_00032,FORM_00032_C,processed cheese,semi_hard,5.859,0.9443,52.6719,27.0403,16.4212,2.8666,4.7,1,9.3,map_30co2_70n2,0,30,70,microbiological,listeria_monocytogenes,2,log CFU/g,0.72,1,none,none,0,none,none,0,none,109.33,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_CONTROL_CONTEXT,processed cheese,processed_block_or_slice,inferred_typical,0.55,safety_pathogen,1,log CFU/g,0.0,none,CTX_00032,168.003,0.650759219089,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,safety_endpoint
V4ROW_000157,CTX_00032,FORM_00032_T1,processed cheese,semi_hard,5.859,0.9443,52.6719,27.0403,16.4212,2.8666,4.7,1,9.3,map_30co2_70n2,0,30,70,microbiological,listeria_monocytogenes,2,log CFU/g,0.72,0,single_preservative,surface_spray,1,nisin,bacteriocin,286.259,IU/g,166.321,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_BACTERIOCIN,processed cheese,processed_block_or_slice,inferred_typical,0.55,safety_pathogen,1,log CFU/g,286.259,IU/g,CTX_00032,255.58,0.650759219089,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,safety_endpoint
V4ROW_000158,CTX_00032,FORM_00032_T2,processed cheese,semi_hard,5.859,0.9443,52.6719,27.0403,16.4212,2.8666,4.7,1,9.3,map_30co2_70n2,0,30,70,microbiological,listeria_monocytogenes,2,log CFU/g,0.72,0,single_preservative,in_milk,1,sodium lactate,organic_acid_salt,2.6802,%,144.288,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_ORGANIC_ACID_SALT,processed cheese,processed_block_or_slice,inferred_typical,0.55,safety_pathogen,1,log CFU/g,2.6802,% w/w,CTX_00032,221.723,0.650759219089,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,safety_endpoint
V4ROW_000159,CTX_00032,FORM_00032_T3,processed cheese,semi_hard,5.859,0.9443,52.6719,27.0403,16.4212,2.8666,4.7,1,9.3,map_30co2_70n2,0,30,70,microbiological,listeria_monocytogenes,2,log CFU/g,0.72,0,single_preservative,active_film,1,lacticin,bacteriocin,313.9407,AU/g,135.365,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_BACTERIOCIN,processed cheese,processed_block_or_slice,inferred_typical,0.55,safety_pathogen,1,log CFU/g,313.9407,AU/g,CTX_00032,208.011,0.650759219089,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,safety_endpoint
V4ROW_000160,CTX_00032,FORM_00032_T4,processed cheese,semi_hard,5.859,0.9443,52.6719,27.0403,16.4212,2.8666,4.7,1,9.3,map_30co2_70n2,0,30,70,microbiological,listeria_monocytogenes,2,log CFU/g,0.72,0,single_preservative,active_film,1,pediocin,bacteriocin,169.5215,AU/g,131.146,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_BACTERIOCIN,processed cheese,processed_block_or_slice,inferred_typical,0.55,safety_pathogen,1,log CFU/g,169.5215,AU/g,CTX_00032,201.527,0.650759219089,targeted_matrix_repair_restores_v3_median_anchor_report_8_4,safety_endpoint
V4ROW_000161,CTX_00033,FORM_00033_C,monterey jack,semi_hard,5.151,0.9561,38.49,27.23,24.57,2.2,56.7,1,5.3,map_50co2_50n2,0,50,50,chemical,oxidation_index,2,relative_index,0.4,1,none,none,0,none,none,0,none,115.99,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,monterey jack,block,inferred_typical,0.85,chemical_quality,0,relative_index,0.0,none,CTX_00033,115.99,1.0,unchanged_v4,general_shelf_life
V4ROW_000162,CTX_00033,FORM_00033_T1,monterey jack,semi_hard,5.151,0.9561,38.49,27.23,24.57,2.2,56.7,1,5.3,map_50co2_50n2,0,50,50,chemical,oxidation_index,2,relative_index,0.4,0,single_preservative,edible_coating,1,rosemary essential oil,essential_oil,0.1171,%,151.11,synthetic_literature_constrained,0.35,passed_rules,RULE_ESSENTIAL_OIL,monterey jack,block,inferred_typical,0.85,chemical_quality,0,relative_index,0.1171,% w/w,CTX_00033,151.11,1.0,unchanged_v4,general_shelf_life
