row_id,context_id,formulation_id,food_matrix,cheese_category,matrix_ph,matrix_water_activity,matrix_moisture_pct,matrix_fat_pct,matrix_protein_pct,matrix_salt_pct,matrix_ripening_days,pasteurization_applied,storage_temperature_c,packaging_type,headspace_oxygen_pct,headspace_co2_pct,headspace_n2_pct,indicator_group,indicator_type,indicator_threshold,indicator_unit,initial_indicator_value,is_control,treatment_type,application_method,ingredient_count,primary_ingredient_name,primary_ingredient_family,primary_concentration,primary_concentration_unit,shelf_life_days,data_origin,training_weight,quality_flag,source_rule_id,base_cheese_name,physical_form,physical_form_source,physical_form_confidence,endpoint_role,is_pathogen_indicator,canonical_indicator_unit,canonical_concentration_value,canonical_concentration_unit,split_group,shelf_life_days_v4_original,target_recalibration_factor,target_recalibration_note,model_task
V4ROW_000031,CTX_00007,FORM_00007_C,domiati,soft,5.388,0.9516,47.73,18.35,18.28,5.03,99.9,1,7.9,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.84,1,none,none,0,none,none,0,none,57.42,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,domiati,brined_block,inferred_typical,0.9,sensory_quality,0,score/9,0.0,none,CTX_00007,57.42,1.0,unchanged_v4,general_shelf_life
V4ROW_000032,CTX_00007,FORM_00007_T1,domiati,soft,5.388,0.9516,47.73,18.35,18.28,5.03,99.9,1,7.9,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.84,0,single_preservative,active_film,1,thyme essential oil,essential_oil,0.0362,%,70.93,synthetic_literature_constrained,0.35,passed_rules,RULE_ESSENTIAL_OIL,domiati,brined_block,inferred_typical,0.9,sensory_quality,0,score/9,0.0362,% w/w,CTX_00007,70.93,1.0,unchanged_v4,general_shelf_life
V4ROW_000033,CTX_00007,FORM_00007_T2,domiati,soft,5.388,0.9516,47.73,18.35,18.28,5.03,99.9,1,7.9,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.84,0,single_preservative,edible_coating,1,rosemary extract,plant_extract,0.4225,%,67.94,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,domiati,brined_block,inferred_typical,0.9,sensory_quality,0,score/9,0.4225,% w/w,CTX_00007,67.94,1.0,unchanged_v4,general_shelf_life
V4ROW_000034,CTX_00007,FORM_00007_T3,domiati,soft,5.388,0.9516,47.73,18.35,18.28,5.03,99.9,1,7.9,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.84,0,single_preservative,surface_spray,1,potassium sorbate,organic_acid_salt,0.7138,%,90.08,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID_SALT,domiati,brined_block,inferred_typical,0.9,sensory_quality,0,score/9,0.7138,% w/w,CTX_00007,90.08,1.0,unchanged_v4,general_shelf_life
V4ROW_000035,CTX_00007,FORM_00007_T4,domiati,soft,5.388,0.9516,47.73,18.35,18.28,5.03,99.9,1,7.9,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.84,0,single_preservative,surface_spray,1,lemon extract,plant_extract,1069.8849,ppm,76.26,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,domiati,brined_block,inferred_typical,0.9,sensory_quality,0,score/9,1069.8849,mg/kg,CTX_00007,76.26,1.0,unchanged_v4,general_shelf_life
V4ROW_000036,CTX_00008,FORM_00008_C,camembert,soft,6.233,0.9836,52.775,26.427,18.1383,1.6597,21.7,1,5.7,sealed_high_barrier,20.9,0.04,79.06,microbiological,yeasts_molds,5,log CFU/g,2.47,1,none,none,0,none,none,0,none,23.26,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,camembert,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,0.0,none,CTX_00008,23.26,1.0,unchanged_v4,general_shelf_life
V4ROW_000037,CTX_00008,FORM_00008_T1,camembert,soft,6.233,0.9836,52.775,26.427,18.1383,1.6597,21.7,1,5.7,sealed_high_barrier,20.9,0.04,79.06,microbiological,yeasts_molds,5,log CFU/g,2.47,0,single_preservative,surface_spray,1,potassium sorbate,organic_acid_salt,0.5388,%,33.63,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID_SALT,camembert,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,0.5388,% w/w,CTX_00008,33.63,1.0,unchanged_v4,general_shelf_life
V4ROW_000038,CTX_00008,FORM_00008_T2,camembert,soft,6.233,0.9836,52.775,26.427,18.1383,1.6597,21.7,1,5.7,sealed_high_barrier,20.9,0.04,79.06,microbiological,yeasts_molds,5,log CFU/g,2.47,0,single_preservative,active_film,1,carvacrol,phenolic_compound,0.0328,%,29.89,synthetic_literature_constrained,0.35,passed_rules,RULE_PHENOLIC_COMPOUND,camembert,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,0.0328,% w/w,CTX_00008,29.89,1.0,unchanged_v4,general_shelf_life
V4ROW_000039,CTX_00008,FORM_00008_T3,camembert,soft,6.233,0.9836,52.775,26.427,18.1383,1.6597,21.7,1,5.7,sealed_high_barrier,20.9,0.04,79.06,microbiological,yeasts_molds,5,log CFU/g,2.47,0,single_preservative,active_film,1,clove essential oil,essential_oil,0.0901,%,30.19,synthetic_literature_constrained,0.35,passed_rules,RULE_ESSENTIAL_OIL,camembert,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,0.0901,% w/w,CTX_00008,30.19,1.0,unchanged_v4,general_shelf_life
V4ROW_000040,CTX_00008,FORM_00008_T4,camembert,soft,6.233,0.9836,52.775,26.427,18.1383,1.6597,21.7,1,5.7,sealed_high_barrier,20.9,0.04,79.06,microbiological,yeasts_molds,5,log CFU/g,2.47,0,single_preservative,edible_coating,1,rosemary extract,plant_extract,0.3127,%,26.52,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,camembert,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,0.3127,% w/w,CTX_00008,26.52,1.0,unchanged_v4,general_shelf_life
V4ROW_000046,CTX_00010,FORM_00010_C,paneer,soft,5.559,0.9849,51.4205,26.239,20.9613,0.3791,1,1,8.1,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.59,1,none,none,0,none,none,0,none,6.02,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,paneer,block,inferred_typical,0.95,sensory_quality,0,score/9,0.0,none,CTX_00010,6.02,1.0,unchanged_v4,general_shelf_life
V4ROW_000047,CTX_00010,FORM_00010_T1,paneer,soft,5.559,0.9849,51.4205,26.239,20.9613,0.3791,1,1,8.1,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.59,0,single_preservative,surface_spray,1,calcium propionate,organic_acid_salt,0.1406,%,7.02,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID_SALT,paneer,block,inferred_typical,0.95,sensory_quality,0,score/9,0.1406,% w/w,CTX_00010,7.02,1.0,unchanged_v4,general_shelf_life
V4ROW_000048,CTX_00010,FORM_00010_T2,paneer,soft,5.559,0.9849,51.4205,26.239,20.9613,0.3791,1,1,8.1,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.59,0,single_preservative,surface_spray,1,nisin,bacteriocin,243.645,IU/g,8.35,synthetic_literature_constrained,0.35,passed_rules,RULE_BACTERIOCIN,paneer,block,inferred_typical,0.95,sensory_quality,0,score/9,243.645,IU/g,CTX_00010,8.35,1.0,unchanged_v4,general_shelf_life
V4ROW_000049,CTX_00010,FORM_00010_T3,paneer,soft,5.559,0.9849,51.4205,26.239,20.9613,0.3791,1,1,8.1,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.59,0,single_preservative,active_film,1,lemon extract,plant_extract,1098.3788,ppm,8.82,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,paneer,block,inferred_typical,0.95,sensory_quality,0,score/9,1098.3788,mg/kg,CTX_00010,8.82,1.0,unchanged_v4,general_shelf_life
V4ROW_000050,CTX_00010,FORM_00010_T4,paneer,soft,5.559,0.9849,51.4205,26.239,20.9613,0.3791,1,1,8.1,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.59,0,single_preservative,surface_dip,1,sodium lactate,organic_acid_salt,1.1098,%,7.09,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID_SALT,paneer,block,inferred_typical,0.95,sensory_quality,0,score/9,1.1098,% w/w,CTX_00010,7.09,1.0,unchanged_v4,general_shelf_life
V4ROW_000051,CTX_00011,FORM_00011_C,galotyri,soft,4.254,0.969,60.45,10.29,12.62,2.07,4.5,1,3.5,map_30co2_70n2,0,30,70,microbiological,total_viable_count,6,log CFU/g,3.64,1,none,none,0,none,none,0,none,25.58,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,galotyri,spread,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,0.0,none,CTX_00011,25.58,1.0,unchanged_v4,general_shelf_life
V4ROW_000052,CTX_00011,FORM_00011_T1,galotyri,soft,4.254,0.969,60.45,10.29,12.62,2.07,4.5,1,3.5,map_30co2_70n2,0,30,70,microbiological,total_viable_count,6,log CFU/g,3.64,0,single_preservative,in_milk,1,nisin,bacteriocin,320.0857,IU/g,38.43,synthetic_literature_constrained,0.35,passed_rules,RULE_BACTERIOCIN,galotyri,spread,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,320.0857,IU/g,CTX_00011,38.43,1.0,unchanged_v4,general_shelf_life
V4ROW_000053,CTX_00011,FORM_00011_T2,galotyri,soft,4.254,0.969,60.45,10.29,12.62,2.07,4.5,1,3.5,map_30co2_70n2,0,30,70,microbiological,total_viable_count,6,log CFU/g,3.64,0,single_preservative,active_film,1,pediocin,bacteriocin,133.3652,AU/g,31.87,synthetic_literature_constrained,0.35,passed_rules,RULE_BACTERIOCIN,galotyri,spread,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,133.3652,AU/g,CTX_00011,31.87,1.0,unchanged_v4,general_shelf_life
V4ROW_000054,CTX_00011,FORM_00011_T3,galotyri,soft,4.254,0.969,60.45,10.29,12.62,2.07,4.5,1,3.5,map_30co2_70n2,0,30,70,microbiological,total_viable_count,6,log CFU/g,3.64,0,single_preservative,active_film,1,lacticin,bacteriocin,75.7283,AU/g,30.58,synthetic_literature_constrained,0.35,passed_rules,RULE_BACTERIOCIN,galotyri,spread,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,75.7283,AU/g,CTX_00011,30.58,1.0,unchanged_v4,general_shelf_life
V4ROW_000055,CTX_00011,FORM_00011_T4,galotyri,soft,4.254,0.969,60.45,10.29,12.62,2.07,4.5,1,3.5,map_30co2_70n2,0,30,70,microbiological,total_viable_count,6,log CFU/g,3.64,0,single_preservative,active_film,1,grape seed extract,plant_extract,0.3974,%,30.9,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,galotyri,spread,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,0.3974,% w/w,CTX_00011,30.9,1.0,unchanged_v4,general_shelf_life
V4ROW_000056,CTX_00012,FORM_00012_C,paneer,soft,5.549,0.9859,51.08,26.63,16.08,0.78,0.5,1,4.8,sealed_high_barrier,20.9,0.04,79.06,microbiological,total_viable_count,6,log CFU/g,3.81,1,none,none,0,none,none,0,none,9.18,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,paneer,block,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.0,none,CTX_00012,9.18,1.0,unchanged_v4,general_shelf_life
V4ROW_000057,CTX_00012,FORM_00012_T1,paneer,soft,5.549,0.9859,51.08,26.63,16.08,0.78,0.5,1,4.8,sealed_high_barrier,20.9,0.04,79.06,microbiological,total_viable_count,6,log CFU/g,3.81,0,single_preservative,edible_coating,1,grape seed extract,plant_extract,0.7068,%,11.55,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,paneer,block,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.7068,% w/w,CTX_00012,11.55,1.0,unchanged_v4,general_shelf_life
V4ROW_000058,CTX_00012,FORM_00012_T2,paneer,soft,5.549,0.9859,51.08,26.63,16.08,0.78,0.5,1,4.8,sealed_high_barrier,20.9,0.04,79.06,microbiological,total_viable_count,6,log CFU/g,3.81,0,single_preservative,in_milk,1,sodium lactate,organic_acid_salt,2.0513,%,12.95,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID_SALT,paneer,block,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,2.0513,% w/w,CTX_00012,12.95,1.0,unchanged_v4,general_shelf_life
V4ROW_000059,CTX_00012,FORM_00012_T3,paneer,soft,5.549,0.9859,51.08,26.63,16.08,0.78,0.5,1,4.8,sealed_high_barrier,20.9,0.04,79.06,microbiological,total_viable_count,6,log CFU/g,3.81,0,single_preservative,culture_inoculation,1,protective lactobacillus culture,protective_culture,5.7307,log CFU/g,11.09,synthetic_literature_constrained,0.35,passed_rules,RULE_PROTECTIVE_CULTURE,paneer,block,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,5.7307,log CFU/g,CTX_00012,11.09,1.0,unchanged_v4,general_shelf_life
V4ROW_000060,CTX_00012,FORM_00012_T4,paneer,soft,5.549,0.9859,51.08,26.63,16.08,0.78,0.5,1,4.8,sealed_high_barrier,20.9,0.04,79.06,microbiological,total_viable_count,6,log CFU/g,3.81,0,single_preservative,in_milk,1,lacticin,bacteriocin,256.0563,AU/g,12.12,synthetic_literature_constrained,0.35,passed_rules,RULE_BACTERIOCIN,paneer,block,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,256.0563,AU/g,CTX_00012,12.12,1.0,unchanged_v4,general_shelf_life
V4ROW_000061,CTX_00013,FORM_00013_C,burrata,soft,5.854,0.985,61.7848,28.6645,7.4232,1.1275,0.4,1,3.2,vacuum,0,0,0,microbiological,coliforms,4.5,log CFU/g,1.24,1,none,none,0,none,none,0,none,6.39,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,burrata,fresh_ball,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.0,none,CTX_00013,6.39,1.0,unchanged_v4,general_shelf_life
V4ROW_000062,CTX_00013,FORM_00013_T1,burrata,soft,5.854,0.985,61.7848,28.6645,7.4232,1.1275,0.4,1,3.2,vacuum,0,0,0,microbiological,coliforms,4.5,log CFU/g,1.24,0,single_preservative,surface_dip,1,lactic acid,organic_acid,0.5682,%,7.44,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID,burrata,fresh_ball,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.5682,% w/w,CTX_00013,7.44,1.0,unchanged_v4,general_shelf_life
V4ROW_000063,CTX_00013,FORM_00013_T2,burrata,soft,5.854,0.985,61.7848,28.6645,7.4232,1.1275,0.4,1,3.2,vacuum,0,0,0,microbiological,coliforms,4.5,log CFU/g,1.24,0,single_preservative,active_film,1,lemon extract,plant_extract,1392.1104,ppm,9.8,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,burrata,fresh_ball,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,1392.1104,mg/kg,CTX_00013,9.8,1.0,unchanged_v4,general_shelf_life
V4ROW_000064,CTX_00013,FORM_00013_T3,burrata,soft,5.854,0.985,61.7848,28.6645,7.4232,1.1275,0.4,1,3.2,vacuum,0,0,0,microbiological,coliforms,4.5,log CFU/g,1.24,0,single_preservative,surface_dip,1,citric acid,organic_acid,0.3803,%,7.39,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID,burrata,fresh_ball,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.3803,% w/w,CTX_00013,7.39,1.0,unchanged_v4,general_shelf_life
V4ROW_000065,CTX_00013,FORM_00013_T4,burrata,soft,5.854,0.985,61.7848,28.6645,7.4232,1.1275,0.4,1,3.2,vacuum,0,0,0,microbiological,coliforms,4.5,log CFU/g,1.24,0,single_preservative,edible_coating,1,acetic acid,organic_acid,0.2898,%,7.86,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID,burrata,fresh_ball,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.2898,% w/w,CTX_00013,7.86,1.0,unchanged_v4,general_shelf_life
V4ROW_000066,CTX_00014,FORM_00014_C,burrata,soft,5.886,0.9834,66.3925,22.4589,8.8482,1.3004,1,1,4.6,map_50co2_50n2,0,50,50,sensory,sensory_acceptability,5,score/9,8.63,1,none,none,0,none,none,0,none,5.28,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,burrata,fresh_ball,inferred_typical,0.95,sensory_quality,0,score/9,0.0,none,CTX_00014,5.28,1.0,unchanged_v4,general_shelf_life
V4ROW_000067,CTX_00014,FORM_00014_T1,burrata,soft,5.886,0.9834,66.3925,22.4589,8.8482,1.3004,1,1,4.6,map_50co2_50n2,0,50,50,sensory,sensory_acceptability,5,score/9,8.63,0,single_preservative,edible_coating,1,potassium sorbate,organic_acid_salt,0.6294,%,7.75,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID_SALT,burrata,fresh_ball,inferred_typical,0.95,sensory_quality,0,score/9,0.6294,% w/w,CTX_00014,7.75,1.0,unchanged_v4,general_shelf_life
V4ROW_000068,CTX_00014,FORM_00014_T2,burrata,soft,5.886,0.9834,66.3925,22.4589,8.8482,1.3004,1,1,4.6,map_50co2_50n2,0,50,50,sensory,sensory_acceptability,5,score/9,8.63,0,single_preservative,surface_dip,1,citric acid,organic_acid,0.1608,%,5.55,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID,burrata,fresh_ball,inferred_typical,0.95,sensory_quality,0,score/9,0.1608,% w/w,CTX_00014,5.55,1.0,unchanged_v4,general_shelf_life
V4ROW_000069,CTX_00014,FORM_00014_T3,burrata,soft,5.886,0.9834,66.3925,22.4589,8.8482,1.3004,1,1,4.6,map_50co2_50n2,0,50,50,sensory,sensory_acceptability,5,score/9,8.63,0,single_preservative,in_milk,1,chitosan,biopolymer,1.4408,%,8.15,synthetic_literature_constrained,0.35,passed_rules,RULE_BIOPOLYMER,burrata,fresh_ball,inferred_typical,0.95,sensory_quality,0,score/9,1.4408,% w/w,CTX_00014,8.15,1.0,unchanged_v4,general_shelf_life
V4ROW_000070,CTX_00014,FORM_00014_T4,burrata,soft,5.886,0.9834,66.3925,22.4589,8.8482,1.3004,1,1,4.6,map_50co2_50n2,0,50,50,sensory,sensory_acceptability,5,score/9,8.63,0,single_preservative,active_film,1,rosemary essential oil,essential_oil,0.1808,%,6.86,synthetic_literature_constrained,0.35,passed_rules,RULE_ESSENTIAL_OIL,burrata,fresh_ball,inferred_typical,0.95,sensory_quality,0,score/9,0.1808,% w/w,CTX_00014,6.86,1.0,unchanged_v4,general_shelf_life
V4ROW_000071,CTX_00015,FORM_00015_C,fior di latte,soft,5.116,0.9792,63.9914,15.9954,17.7383,1.2748,1.8,1,7.2,vacuum,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.63,1,none,none,0,none,none,0,none,4.13,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,fior di latte,fresh_ball,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.0,none,CTX_00015,4.13,1.0,unchanged_v4,general_shelf_life
V4ROW_000072,CTX_00015,FORM_00015_T1,fior di latte,soft,5.116,0.9792,63.9914,15.9954,17.7383,1.2748,1.8,1,7.2,vacuum,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.63,0,single_preservative,edible_coating,1,clove essential oil,essential_oil,0.0901,%,4.76,synthetic_literature_constrained,0.35,passed_rules,RULE_ESSENTIAL_OIL,fior di latte,fresh_ball,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.0901,% w/w,CTX_00015,4.76,1.0,unchanged_v4,general_shelf_life
V4ROW_000073,CTX_00015,FORM_00015_T2,fior di latte,soft,5.116,0.9792,63.9914,15.9954,17.7383,1.2748,1.8,1,7.2,vacuum,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.63,0,single_preservative,edible_coating,1,lactic acid,organic_acid,0.3197,%,4.99,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID,fior di latte,fresh_ball,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.3197,% w/w,CTX_00015,4.99,1.0,unchanged_v4,general_shelf_life
V4ROW_000074,CTX_00015,FORM_00015_T3,fior di latte,soft,5.116,0.9792,63.9914,15.9954,17.7383,1.2748,1.8,1,7.2,vacuum,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.63,0,single_preservative,active_film,1,oregano essential oil,essential_oil,0.2324,%,5.6,synthetic_literature_constrained,0.35,passed_rules,RULE_ESSENTIAL_OIL,fior di latte,fresh_ball,inferred_typical,0.95,spoilage_microbiology,0,log CFU/g,0.2324,% w/w,CTX_00015,5.6,1.0,unchanged_v4,general_shelf_life
