row_id,context_id,formulation_id,food_matrix,cheese_category,matrix_ph,matrix_water_activity,matrix_moisture_pct,matrix_fat_pct,matrix_protein_pct,matrix_salt_pct,matrix_ripening_days,pasteurization_applied,storage_temperature_c,packaging_type,headspace_oxygen_pct,headspace_co2_pct,headspace_n2_pct,indicator_group,indicator_type,indicator_threshold,indicator_unit,initial_indicator_value,is_control,treatment_type,application_method,ingredient_count,primary_ingredient_name,primary_ingredient_family,primary_concentration,primary_concentration_unit,shelf_life_days,data_origin,training_weight,quality_flag,source_rule_id,base_cheese_name,physical_form,physical_form_source,physical_form_confidence,endpoint_role,is_pathogen_indicator,canonical_indicator_unit,canonical_concentration_value,canonical_concentration_unit,split_group,shelf_life_days_v4_original,target_recalibration_factor,target_recalibration_note,model_task
V4ROW_000126,CTX_00026,FORM_00026_C,manchego,hard,5.42,0.9009,34.92,32.92,25.83,1.57,166.7,1,4.1,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.08,1,none,none,0,none,none,0,none,157.78,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,manchego,whole_wheel,inferred_typical,0.9,sensory_quality,0,score/9,0.0,none,CTX_00026,157.78,1.0,unchanged_v4,general_shelf_life
V4ROW_000127,CTX_00026,FORM_00026_T1,manchego,hard,5.42,0.9009,34.92,32.92,25.83,1.57,166.7,1,4.1,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.08,0,single_preservative,active_film,1,thymol,phenolic_compound,0.0262,%,179.23,synthetic_literature_constrained,0.35,passed_rules,RULE_PHENOLIC_COMPOUND,manchego,whole_wheel,inferred_typical,0.9,sensory_quality,0,score/9,0.0262,% w/w,CTX_00026,179.23,1.0,unchanged_v4,general_shelf_life
V4ROW_000128,CTX_00026,FORM_00026_T2,manchego,hard,5.42,0.9009,34.92,32.92,25.83,1.57,166.7,1,4.1,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.08,0,single_preservative,edible_coating,1,chitosan,biopolymer,0.2263,%,185.01,synthetic_literature_constrained,0.35,passed_rules,RULE_BIOPOLYMER,manchego,whole_wheel,inferred_typical,0.9,sensory_quality,0,score/9,0.2263,% w/w,CTX_00026,185.01,1.0,unchanged_v4,general_shelf_life
V4ROW_000129,CTX_00026,FORM_00026_T3,manchego,hard,5.42,0.9009,34.92,32.92,25.83,1.57,166.7,1,4.1,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.08,0,single_preservative,active_film,1,green tea extract,plant_extract,0.8998,%,182.74,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,manchego,whole_wheel,inferred_typical,0.9,sensory_quality,0,score/9,0.8998,% w/w,CTX_00026,182.74,1.0,unchanged_v4,general_shelf_life
V4ROW_000130,CTX_00026,FORM_00026_T4,manchego,hard,5.42,0.9009,34.92,32.92,25.83,1.57,166.7,1,4.1,sealed_high_barrier,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.08,0,single_preservative,surface_spray,1,natamycin,antifungal,16.5894,ppm,255,synthetic_literature_constrained,0.35,passed_rules,RULE_ANTIFUNGAL,manchego,whole_wheel,inferred_typical,0.9,sensory_quality,0,score/9,16.5894,mg/kg,CTX_00026,255.0,1.0,unchanged_v4,general_shelf_life
V4ROW_000186,CTX_00038,FORM_00038_C,gruyère,hard,5.387,0.9129,37.0053,30.4838,29.6162,1.8946,257.7,1,5.3,wax_coated,0,0,0,microbiological,yeasts_molds,5,log CFU/g,1.61,1,none,none,0,none,none,0,none,207.45,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,gruyère,wheel_or_block,inferred_typical,0.8,spoilage_microbiology,0,log CFU/g,0.0,none,CTX_00038,207.45,1.0,unchanged_v4,general_shelf_life
V4ROW_000187,CTX_00038,FORM_00038_T1,gruyère,hard,5.387,0.9129,37.0053,30.4838,29.6162,1.8946,257.7,1,5.3,wax_coated,0,0,0,microbiological,yeasts_molds,5,log CFU/g,1.61,0,single_preservative,surface_spray,1,calcium propionate,organic_acid_salt,0.0681,%,225.2,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID_SALT,gruyère,wheel_or_block,inferred_typical,0.8,spoilage_microbiology,0,log CFU/g,0.0681,% w/w,CTX_00038,225.2,1.0,unchanged_v4,general_shelf_life
V4ROW_000188,CTX_00038,FORM_00038_T2,gruyère,hard,5.387,0.9129,37.0053,30.4838,29.6162,1.8946,257.7,1,5.3,wax_coated,0,0,0,microbiological,yeasts_molds,5,log CFU/g,1.61,0,single_preservative,culture_inoculation,1,protective lactobacillus culture,protective_culture,6.5632,log CFU/g,282.94,synthetic_literature_constrained,0.35,passed_rules,RULE_PROTECTIVE_CULTURE,gruyère,wheel_or_block,inferred_typical,0.8,spoilage_microbiology,0,log CFU/g,6.5632,log CFU/g,CTX_00038,282.94,1.0,unchanged_v4,general_shelf_life
V4ROW_000189,CTX_00038,FORM_00038_T3,gruyère,hard,5.387,0.9129,37.0053,30.4838,29.6162,1.8946,257.7,1,5.3,wax_coated,0,0,0,microbiological,yeasts_molds,5,log CFU/g,1.61,0,single_preservative,surface_spray,1,lemon extract,plant_extract,733.0789,ppm,282.34,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,gruyère,wheel_or_block,inferred_typical,0.8,spoilage_microbiology,0,log CFU/g,733.0789,mg/kg,CTX_00038,282.34,1.0,unchanged_v4,general_shelf_life
V4ROW_000190,CTX_00038,FORM_00038_T4,gruyère,hard,5.387,0.9129,37.0053,30.4838,29.6162,1.8946,257.7,1,5.3,wax_coated,0,0,0,microbiological,yeasts_molds,5,log CFU/g,1.61,0,single_preservative,active_film,1,rosemary extract,plant_extract,0.6389,%,265.22,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,gruyère,wheel_or_block,inferred_typical,0.8,spoilage_microbiology,0,log CFU/g,0.6389,% w/w,CTX_00038,265.22,1.0,unchanged_v4,general_shelf_life
V4ROW_000191,CTX_00039,FORM_00039_C,pecorino romano,hard,5.04,0.9044,30.1,32.88,30.02,5.42,347.3,1,5.6,map_30co2_70n2,0,30,70,chemical,oxidation_index,2,relative_index,0.21,1,none,none,0,none,none,0,none,303.21,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,pecorino romano,whole_wheel,inferred_typical,0.9,chemical_quality,0,relative_index,0.0,none,CTX_00039,303.21,1.0,unchanged_v4,general_shelf_life
V4ROW_000192,CTX_00039,FORM_00039_T1,pecorino romano,hard,5.04,0.9044,30.1,32.88,30.02,5.42,347.3,1,5.6,map_30co2_70n2,0,30,70,chemical,oxidation_index,2,relative_index,0.21,0,single_preservative,in_milk,1,potassium nitrate,nitrate,83.1062,mg/kg,354.45,synthetic_literature_constrained,0.35,passed_rules,RULE_NITRATE,pecorino romano,whole_wheel,inferred_typical,0.9,chemical_quality,0,relative_index,83.1062,mg/kg,CTX_00039,354.45,1.0,unchanged_v4,general_shelf_life
V4ROW_000193,CTX_00039,FORM_00039_T2,pecorino romano,hard,5.04,0.9044,30.1,32.88,30.02,5.42,347.3,1,5.6,map_30co2_70n2,0,30,70,chemical,oxidation_index,2,relative_index,0.21,0,single_preservative,surface_spray,1,lemon extract,plant_extract,1103.8941,ppm,447.79,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,pecorino romano,whole_wheel,inferred_typical,0.9,chemical_quality,0,relative_index,1103.8941,mg/kg,CTX_00039,447.79,1.0,unchanged_v4,general_shelf_life
V4ROW_000194,CTX_00039,FORM_00039_T3,pecorino romano,hard,5.04,0.9044,30.1,32.88,30.02,5.42,347.3,1,5.6,map_30co2_70n2,0,30,70,chemical,oxidation_index,2,relative_index,0.21,0,single_preservative,edible_coating,1,potassium sorbate,organic_acid_salt,0.5459,%,418.18,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID_SALT,pecorino romano,whole_wheel,inferred_typical,0.9,chemical_quality,0,relative_index,0.5459,% w/w,CTX_00039,418.18,1.0,unchanged_v4,general_shelf_life
V4ROW_000195,CTX_00039,FORM_00039_T4,pecorino romano,hard,5.04,0.9044,30.1,32.88,30.02,5.42,347.3,1,5.6,map_30co2_70n2,0,30,70,chemical,oxidation_index,2,relative_index,0.21,0,single_preservative,surface_spray,1,natamycin,antifungal,8.9884,ppm,325.67,synthetic_literature_constrained,0.35,passed_rules,RULE_ANTIFUNGAL,pecorino romano,whole_wheel,inferred_typical,0.9,chemical_quality,0,relative_index,8.9884,mg/kg,CTX_00039,325.67,1.0,unchanged_v4,general_shelf_life
V4ROW_000206,CTX_00042,FORM_00042_C,cheddar,hard,5.12,0.9162,32.64,30.7,25.35,2.35,122.1,1,13.4,wax_coated,0,0,0,sensory,sensory_acceptability,5,score/9,8.94,1,none,none,0,none,none,0,none,58.846,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_CONTROL_CONTEXT,cheddar,block,inferred_typical,0.75,sensory_quality,0,score/9,0.0,none,CTX_00042,58.846,1.0,unchanged_v4,general_shelf_life
V4ROW_000207,CTX_00042,FORM_00042_T1,cheddar,hard,5.12,0.9162,32.64,30.7,25.35,2.35,122.1,1,13.4,wax_coated,0,0,0,sensory,sensory_acceptability,5,score/9,8.94,0,single_preservative,in_milk,1,lysozyme,enzyme,260.8187,mg/kg,64.322,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_ENZYME,cheddar,block,inferred_typical,0.75,sensory_quality,0,score/9,260.8187,mg/kg,CTX_00042,64.322,1.0,unchanged_v4,general_shelf_life
V4ROW_000208,CTX_00042,FORM_00042_T2,cheddar,hard,5.12,0.9162,32.64,30.7,25.35,2.35,122.1,1,13.4,wax_coated,0,0,0,sensory,sensory_acceptability,5,score/9,8.94,0,single_preservative,active_film,1,lacticin,bacteriocin,204.8404,AU/g,66.274,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_BACTERIOCIN,cheddar,block,inferred_typical,0.75,sensory_quality,0,score/9,204.8404,AU/g,CTX_00042,66.274,1.0,unchanged_v4,general_shelf_life
V4ROW_000209,CTX_00042,FORM_00042_T3,cheddar,hard,5.12,0.9162,32.64,30.7,25.35,2.35,122.1,1,13.4,wax_coated,0,0,0,sensory,sensory_acceptability,5,score/9,8.94,0,single_preservative,surface_spray,1,calcium propionate,organic_acid_salt,0.1494,%,70.784,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_ORGANIC_ACID_SALT,cheddar,block,inferred_typical,0.75,sensory_quality,0,score/9,0.1494,% w/w,CTX_00042,70.784,1.0,unchanged_v4,general_shelf_life
V4ROW_000210,CTX_00042,FORM_00042_T4,cheddar,hard,5.12,0.9162,32.64,30.7,25.35,2.35,122.1,1,13.4,wax_coated,0,0,0,sensory,sensory_acceptability,5,score/9,8.94,0,single_preservative,active_film,1,rosemary extract,plant_extract,0.7464,%,73.537,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_PLANT_EXTRACT,cheddar,block,inferred_typical,0.75,sensory_quality,0,score/9,0.7464,% w/w,CTX_00042,73.537,1.0,unchanged_v4,general_shelf_life
V4ROW_000211,CTX_00043,FORM_00043_C,cheddar,hard,5.134,0.9445,36.38,32.01,25.14,1.94,232.9,1,7.3,vacuum,0,0,0,chemical,oxidation_index,2,relative_index,0.15,1,none,none,0,none,none,0,none,107.399,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_CONTROL_CONTEXT,cheddar,block,inferred_typical,0.75,chemical_quality,0,relative_index,0.0,none,CTX_00043,107.399,1.0,unchanged_v4,general_shelf_life
V4ROW_000212,CTX_00043,FORM_00043_T1,cheddar,hard,5.134,0.9445,36.38,32.01,25.14,1.94,232.9,1,7.3,vacuum,0,0,0,chemical,oxidation_index,2,relative_index,0.15,0,single_preservative,edible_coating,1,rosemary extract,plant_extract,0.2777,%,129.784,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_PLANT_EXTRACT,cheddar,block,inferred_typical,0.75,chemical_quality,0,relative_index,0.2777,% w/w,CTX_00043,129.784,1.0,unchanged_v4,general_shelf_life
V4ROW_000213,CTX_00043,FORM_00043_T2,cheddar,hard,5.134,0.9445,36.38,32.01,25.14,1.94,232.9,1,7.3,vacuum,0,0,0,chemical,oxidation_index,2,relative_index,0.15,0,single_preservative,edible_coating,1,grape seed extract,plant_extract,0.0657,%,117.563,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_PLANT_EXTRACT,cheddar,block,inferred_typical,0.75,chemical_quality,0,relative_index,0.0657,% w/w,CTX_00043,117.563,1.0,unchanged_v4,general_shelf_life
V4ROW_000214,CTX_00043,FORM_00043_T3,cheddar,hard,5.134,0.9445,36.38,32.01,25.14,1.94,232.9,1,7.3,vacuum,0,0,0,chemical,oxidation_index,2,relative_index,0.15,0,single_preservative,in_milk,1,sodium lactate,organic_acid_salt,1.9118,%,142.607,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_ORGANIC_ACID_SALT,cheddar,block,inferred_typical,0.75,chemical_quality,0,relative_index,1.9118,% w/w,CTX_00043,142.607,1.0,unchanged_v4,general_shelf_life
V4ROW_000215,CTX_00043,FORM_00043_T4,cheddar,hard,5.134,0.9445,36.38,32.01,25.14,1.94,232.9,1,7.3,vacuum,0,0,0,chemical,oxidation_index,2,relative_index,0.15,0,single_preservative,culture_inoculation,1,protective lactobacillus culture,protective_culture,7.094,log CFU/g,141.047,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_PROTECTIVE_CULTURE,cheddar,block,inferred_typical,0.75,chemical_quality,0,relative_index,7.094,log CFU/g,CTX_00043,141.047,1.0,unchanged_v4,general_shelf_life
V4ROW_000216,CTX_00044,FORM_00044_C,parmigiano reggiano,hard,5.185,0.8987,31.97,31.75,32.41,2.07,645.1,1,12,paper_wax_wrap,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.24,1,none,none,0,none,none,0,none,91.929,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_CONTROL_CONTEXT,parmigiano reggiano,wheel_or_wedge,inferred_typical,0.9,sensory_quality,0,score/9,0.0,none,CTX_00044,91.929,1.0,unchanged_v4,general_shelf_life
V4ROW_000217,CTX_00044,FORM_00044_T1,parmigiano reggiano,hard,5.185,0.8987,31.97,31.75,32.41,2.07,645.1,1,12,paper_wax_wrap,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.24,0,single_preservative,surface_dip,1,sodium lactate,organic_acid_salt,1.7688,%,118.765,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_ORGANIC_ACID_SALT,parmigiano reggiano,wheel_or_wedge,inferred_typical,0.9,sensory_quality,0,score/9,1.7688,% w/w,CTX_00044,118.765,1.0,unchanged_v4,general_shelf_life
V4ROW_000218,CTX_00044,FORM_00044_T2,parmigiano reggiano,hard,5.185,0.8987,31.97,31.75,32.41,2.07,645.1,1,12,paper_wax_wrap,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.24,0,single_preservative,edible_coating,1,potassium sorbate,organic_acid_salt,0.5681,%,134.942,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_ORGANIC_ACID_SALT,parmigiano reggiano,wheel_or_wedge,inferred_typical,0.9,sensory_quality,0,score/9,0.5681,% w/w,CTX_00044,134.942,1.0,unchanged_v4,general_shelf_life
V4ROW_000219,CTX_00044,FORM_00044_T3,parmigiano reggiano,hard,5.185,0.8987,31.97,31.75,32.41,2.07,645.1,1,12,paper_wax_wrap,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.24,0,single_preservative,surface_spray,1,natamycin,antifungal,11.9915,ppm,142.49,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_ANTIFUNGAL,parmigiano reggiano,wheel_or_wedge,inferred_typical,0.9,sensory_quality,0,score/9,11.9915,mg/kg,CTX_00044,142.49,1.0,unchanged_v4,general_shelf_life
V4ROW_000220,CTX_00044,FORM_00044_T4,parmigiano reggiano,hard,5.185,0.8987,31.97,31.75,32.41,2.07,645.1,1,12,paper_wax_wrap,20.9,0.04,79.06,sensory,sensory_acceptability,5,score/9,8.24,0,single_preservative,surface_spray,1,calcium propionate,organic_acid_salt,0.1944,%,118.753,synthetic_recalibrated_v4,0.3,recalibrated_v4_targeted,RULE_ORGANIC_ACID_SALT,parmigiano reggiano,wheel_or_wedge,inferred_typical,0.9,sensory_quality,0,score/9,0.1944,% w/w,CTX_00044,118.753,1.0,unchanged_v4,general_shelf_life
V4ROW_000236,CTX_00048,FORM_00048_C,manchego,hard,5.303,0.9413,37.37,33.06,25.9,1.92,217.8,1,11.9,wax_coated,0,0,0,microbiological,clostridia,3,log CFU/g,0.77,1,none,none,0,none,none,0,none,115.2,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,manchego,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,0.0,none,CTX_00048,115.2,1.0,unchanged_v4,general_shelf_life
V4ROW_000237,CTX_00048,FORM_00048_T1,manchego,hard,5.303,0.9413,37.37,33.06,25.9,1.92,217.8,1,11.9,wax_coated,0,0,0,microbiological,clostridia,3,log CFU/g,0.77,0,single_preservative,active_film,1,thyme essential oil,essential_oil,0.1628,%,152.68,synthetic_literature_constrained,0.35,passed_rules,RULE_ESSENTIAL_OIL,manchego,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,0.1628,% w/w,CTX_00048,152.68,1.0,unchanged_v4,general_shelf_life
V4ROW_000238,CTX_00048,FORM_00048_T2,manchego,hard,5.303,0.9413,37.37,33.06,25.9,1.92,217.8,1,11.9,wax_coated,0,0,0,microbiological,clostridia,3,log CFU/g,0.77,0,single_preservative,culture_inoculation,1,protective lactobacillus culture,protective_culture,6.7344,log CFU/g,143.09,synthetic_literature_constrained,0.35,passed_rules,RULE_PROTECTIVE_CULTURE,manchego,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,6.7344,log CFU/g,CTX_00048,143.09,1.0,unchanged_v4,general_shelf_life
V4ROW_000239,CTX_00048,FORM_00048_T3,manchego,hard,5.303,0.9413,37.37,33.06,25.9,1.92,217.8,1,11.9,wax_coated,0,0,0,microbiological,clostridia,3,log CFU/g,0.77,0,single_preservative,in_milk,1,chitosan,biopolymer,1.3129,%,157.17,synthetic_literature_constrained,0.35,passed_rules,RULE_BIOPOLYMER,manchego,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,1.3129,% w/w,CTX_00048,157.17,1.0,unchanged_v4,general_shelf_life
V4ROW_000240,CTX_00048,FORM_00048_T4,manchego,hard,5.303,0.9413,37.37,33.06,25.9,1.92,217.8,1,11.9,wax_coated,0,0,0,microbiological,clostridia,3,log CFU/g,0.77,0,single_preservative,edible_coating,1,grape seed extract,plant_extract,0.5179,%,130.58,synthetic_literature_constrained,0.35,passed_rules,RULE_PLANT_EXTRACT,manchego,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,0.5179,% w/w,CTX_00048,130.58,1.0,unchanged_v4,general_shelf_life
V4ROW_000251,CTX_00051,FORM_00051_C,manchego,hard,5.179,0.9318,30.22,30.67,24.18,1.79,168.6,1,2.7,wax_coated,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.65,1,none,none,0,none,none,0,none,201.76,synthetic_literature_constrained,0.35,passed_rules,RULE_CONTROL_CONTEXT,manchego,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,0.0,none,CTX_00051,201.76,1.0,unchanged_v4,general_shelf_life
V4ROW_000252,CTX_00051,FORM_00051_T1,manchego,hard,5.179,0.9318,30.22,30.67,24.18,1.79,168.6,1,2.7,wax_coated,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.65,0,single_preservative,surface_spray,1,nisin,bacteriocin,398.5127,IU/g,292.12,synthetic_literature_constrained,0.35,passed_rules,RULE_BACTERIOCIN,manchego,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,398.5127,IU/g,CTX_00051,292.12,1.0,unchanged_v4,general_shelf_life
V4ROW_000253,CTX_00051,FORM_00051_T2,manchego,hard,5.179,0.9318,30.22,30.67,24.18,1.79,168.6,1,2.7,wax_coated,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.65,0,single_preservative,surface_dip,1,chitosan,biopolymer,0.4179,%,254.1,synthetic_literature_constrained,0.35,passed_rules,RULE_BIOPOLYMER,manchego,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,0.4179,% w/w,CTX_00051,254.1,1.0,unchanged_v4,general_shelf_life
V4ROW_000254,CTX_00051,FORM_00051_T3,manchego,hard,5.179,0.9318,30.22,30.67,24.18,1.79,168.6,1,2.7,wax_coated,0,0,0,microbiological,total_viable_count,6,log CFU/g,3.65,0,single_preservative,in_milk,1,sodium lactate,organic_acid_salt,2.5468,%,289.98,synthetic_literature_constrained,0.35,passed_rules,RULE_ORGANIC_ACID_SALT,manchego,whole_wheel,inferred_typical,0.9,spoilage_microbiology,0,log CFU/g,2.5468,% w/w,CTX_00051,289.98,1.0,unchanged_v4,general_shelf_life
